P00001606T0076|14 50|alkaline phosphatases and 5-nucleotidase
P11106428A0635|71 75|FAP-1
P11106428A0635|166 168|GST
P11106667A1061|71 75|Cox2p
P11106667A1061|5 11|Pet111p
P11106668A0875|120 125|c-IAP1
P11108151A0560|145 160|tyrphostin AG1478
P11108151A0560|181 195|fibronectin mRNA
P11108151A0560|13 27|fibronectin mRNA
P11108151A0560|99 103|EGF-R
P11108151A0560|44 46|PKC
P11108151A0560|59 61|PKC
P11108151A0560|131 141|EGF-R mutant
P11108523A0326|129 131|I22
P11108720A0124|24 27|S6K1
P11108720A1130|93 95|MEK
P11108720A1130|120 123|S6K2
P11108720A1130|26 91|mitogen-activated protein-extracellular signal-regulated kinase kinase
P11108839A0401|26 29|S6k1
P11110040A0000|31 43|5-HT2 receptor
P11111051A0051|26 57|Tip60 had histone acetyltransferase
P11112417A1126|137 141|MLSN1
P11112417A1126|23 38|MLSN1 transcripts
P11112700A1936|114 120|plectin
P11112700T0000|58 80|actin crosslinking factor
P11113179A0541|129 131|CBP
P11113179A0541|50 65|estrogen receptor
P11113179A0541|22 25|SRC1
P11113179A0541|87 90|SRC1
P11113179A0541|42 44|CBP
P11113179A1020|101 104|SRC1
P11113199A0800|5 7|MEK
P11113199A0800|38 41|ERKs
P11113199A0800|109 130|ERK2-Delta19-25 mutants
P11113692A0169|85 87|PDR
P11113692A0169|78 80|BDR
P11114294A0075|31 79|pro-inflammatory cytokines tumor necrosis factor alpha
P11114521A0282|12 15|RhoA
P11114718A0349|82 90|WAF1/CIP1
P11114718A0349|78 80|p21
P11114718A0349|47 51|v-Src
P11114718A0349|93 100|cyclin D1
P11114718A0349|105 111|cyclin E
P11116148A0741|31 37|insulin
P11116148A0741|69 77|C/EBPbeta
P11116148A0741|85 94|C/EBPalpha
P11117263A0570|36 39|Ids3
P11117523A0650|15 22|COUP-TFI
P11118062A1691|61 69|K-ras gene
P11118438A0411|29 34|MdPin1
P11118438A0411|205 208|Pin1
P11118440T0000|97 140|mSin3/HDAC1 transcriptional corepressor complex
P11119611A0428|58 62|LANA2
P11119611A0428|24 56|latency-associated nuclear antigen 2
P11121118T0000|24 55|human phosphodiesterase PDE11A gene
P11121397A0587|33 44|rib-2 protein
P11121490A0000|3 37|transcription factor CHOP/GADD153 gene
P11122381A0908|141 145|STAT5
P11122381A0908|93 98|GM-CSF
P11123316T0000|0 8|Tec kinase
P11123316T0000|39 66|phosphatidylinositol 3-kinase
P11123316T0000|73 99|Tec pleckstrin homology domain
P11123912A0306|129 136|T antigen
P11125872A0133|58 76|phosphodiesterase IV
P11126275A1068|17 46|anticardiolipin immunoglobulin G
P11127200A1024|249 251|PTH
P11127200A1024|92 132|AP-1 transcription factors mediated TGF-beta1
P11127200A1024|230 247|parathyroid hormone
P11127200A1024|175 187|collagen I gene
P11127200A1024|32 35|AP-1
P11128312A1238|175 177|FD2
P11128925A0000|66 69|IL-6
P11131634A0955|0 7|NF kappa B
P11132148A0162|98 110|HLA class I loci
P11132790A0609|53 57|S-B IV
P11133741A0617|15 19|MCP-1
P11133741A0617|49 70|NF-kappaB since mutation
P11133830A0174|38 48|anti-CD2 mAb
P11134033A0000|3 18|murine int-6 locus
P11134033A0000|113 143|translation initiation factor eIF3
P11134351A1405|56 60|MBP-1
P11134508A0317|62 66|AtHD1
P11137296A0923|229 238|PFK-C genes
P11137296A0923|110 117|RLM-RACE
P11137296A0923|215 219|PFK-A
P11137296A1216|0 8|PFK-A mRNA
P11137296A1216|66 75|PFK-C genes
P11139148A0421|88 91|MARs
P11139469A0402|102 115|protein kinase C
P11139469A0402|25 32|Ang2 mRNA
P11139473A0696|108 120|SMemb promoter
P11139567A1440|0 12|LH/CG receptor
P11139567A1440|56 83|phosphatidylinositol 3-kinase
P11139567A1440|85 94|PI 3-kinase
P11139567A1440|100 124|G protein beta gamma subunits
P11139605A0811|177 182|C/EBPs
P11139605A0811|186 188|Sp1
P11142380A0389|71 75|TE105
P11145562A0000|20 48|type 1 insulin-like growth factor
P11145562A0000|50 61|IGF) receptor
P11145562A0468|88 103|virus-40 T antigen
P11145563A0202|22 38|human StAR promoter
P11145563A0202|93 98|SREBPs
P11145563A0202|53 91|sterol regulatory element-binding proteins
P11145563A0303|30 41|StAR promoter
P11145563A0303|12 19|SREBP-1a
P11145566A0000|10 40|high-density lipoprotein receptor
P11145566A0000|42 46|HDL-R
P11145571A0788|0 25|IFN-stimulated gene factor-3
P11145590A0217|118 126|TGF-beta1
P11145590A0217|46 54|TGF-beta1
P11145743A0170|100 104|TTF-1
P11145743A0170|183 201|deiodinase promoters
P11145743A0170|72 98|thyroid transcription factor 1
P11145743A0170|144 148|Pax-8
P11145813A0668|73 74|C6
P11145887A1393|58 72|JunD and/or Fra-2
P11145887A1393|161 163|Tax
P11145887A1393|87 90|JunB
P11145887A1393|35 42|AP-1 site
P11145887A1393|95 99|c-Fos
P11145955A0189|30 50|estrogen receptor alpha
P11145955A0189|52 58|ERalpha
P11145955A0189|197 200|MAPK
P11145955A0189|257 265|TGF-alpha
P11145955A0189|227 255|transforming growth factor alpha
P11145955A0189|166 195|mitogen-activated protein kinase
P11145955A0189|221 222|E2
P11150315A1126|0 2|NGF
P11150315A1126|10 12|EGF
P11150439A0701|57 59|NaH
P11151826T0000|9 12|UAPs
P11152070A0573|3 10|actA gene
P11152283A0223|27 29|NGF
P11152451A1580|218 225|TGF-beta
P11152451A1580|44 51|TGF-beta
P11152521A0181|94 111|ORF40/41 transcript
P11152963A0000|28 30|SH3
P11152963A0000|15 26|src homology 3
P11155096A0222|88 104|thyroid peroxidase
P11155096A0222|71 85|serum antibodies
P11155096A0222|138 140|TSH
P11155096A0222|186 198|serum thyroxin
P11156413T0000|93 100|T antigen
P11156618T0000|30 41|mouse SCL loci
P11156789A1669|227 236|CSF protein
P11157035A1405|107 117|IFN alpha-2b
P11157763T0000|28 63|human aminoacyl-tRNA synthetase complex
P11157784A0141|11 19|DGCR6 gene
P11158236A0000|0 16|Nerve growth factor
P11158236A0000|18 20|NGF
P11158288T0000|15 36|RNA polymerase II complex
P11158288T0000|102 105|CREB
P11158288T0000|82 85|CREB
P11158290A0728|73 84|IkappaBalpha
P11158295A0158|71 73|SH3
P11158295A0158|58 69|Src homology 3
P11158310A0993|84 87|ERSE
P11158310A0993|24 27|ERSF
P11158310A0993|37 40|NF-Y
P11158310A0993|44 62|ATF6alpha and/or beta
P11158324A1073|262 297|major high-density lipoprotein receptor
P11158324A1073|464 494|organic anion transporter protein 1
P11158324A1073|137 151|apolipoprotein B
P11158326A1032|56 64|SH2 domain
P11158337A0000|240 243|SF-1
P11158337A0000|199 202|AP-1
P11158337A0000|63 68|GnRH-R
P11158337A0000|50 61|GnRH receptor
P11158337A0000|146 169|GnRH-R activating sequence
P11159363A1251|38 47|E2F element
P11160280A1275|59 68|IRF element
P11160280A1275|36 40|IRF-1
P11160656A0000|272 274|NT2
P11160683A1220|135 138|CREB
P11160732A0464|22 37|envelope proteins
P11160732A0464|116 124|SIVmac316
P11160738A1414|34 39|vIRF-2
P11160860A0662|181 192|IkappaBalpha
P11160860A0662|27 39|IkappaB kinase
P11160860A0662|41 48|IKK-beta
P11160896A0713|48 52|Smad2
P11160902A0962|84 109|c-sis/PDGF-B proto-oncogene
P11161793A1033|13 37|truncated receptor isoforms
P11161793A1033|122 125|EGFR
P11161816A0851|81 92|SH3GLB family
P11161816A0851|36 53|endophilin proteins
P11162576A0213|98 111|human PDE5A gene
P11162666A0442|3 17|glucose/insulin
P11162936A2727|83 89|ERalpha
P11167019A1249|39 47|GABPalpha
P11167778T0000|8 19|antithrombin
P11168366A0569|85 91|GGT mRNA
P11168422A0248|117 119|Kp2
P11168588T0000|77 97|c-Jun N-terminal kinase
P11171118A0836|42 46|PSE-A
P11171118A0836|105 119|NF-1 DNA elements
P11171118A0836|22 25|NF-1
P11172944A0826|61 68|TNFalpha
P11179272T0000|57 69|IgG antibodies
P11179664T0000|50 102|human leukemia-associated transcription factor RUNX1/AML1
P11179668A0869|53 62|PLTP family
P11179687A0280|164 168|RPTPs
P11179687A0280|151 162|receptor PTPs
P11179687A0280|79 82|PTPs
P11179687A0280|50 77|protein-tyrosine phosphatases
P11179687A0280|141 144|PTPs
P11179689A0000|3 15|Sox gene family
P11179689A0000|20 33|like HMG box gene
P11181516A0119|224 228|A2/A3
P11181516A0119|22 28|insulin
P11181516A0119|152 170|rat insulin I promoter
P11181525T0000|3 18|androgen receptor
P11181525T0000|73 78|AR gene
P11181525T0000|20 21|AR
P11181531A0464|146 158|interleukin-6
P11181531A0464|86 105|NF-kappa B target genes
P11181548A0214|109 119|mE-RABP gene
P11191208A0000|236 244|PDR3 genes
P11191208A0000|143 172|ABC binding cassette transporters
P11191208A0000|229 232|PDR1
P11193045A1193|49 51|p53
P11195338A0494|22 44|dominant mutant Lg3 allele
P11196191A1789|99 107|MAPK/PI3K
P11196191A1789|32 35|IL-6
P11196191A1789|53 63|EGF receptor
P11196199T0000|0 33|Human homologue of yeast Rad23 protein A
P11196199T0000|147 149|p53
P11196199T0000|87 90|CREB
P11197328T0000|70 105|C4 phosphoenolpyruvate carboxylase gene
P11198424T0000|69 88|phytosulfokine-alpha
P11198424T0000|37 41|OsPSK
P11200568A0830|84 96|IgG antibodies
P11200568A0830|78 80|IgM
P11202434T0000|91 95|ACBP2
P11207216A0296|3 18|bovine PGHS-2 cDNA
P11207216A0296|44 74|reverse transcription-polymerase
P11207216A0719|15 24|PGHS-2 mRNA
P11207261A1421|87 114|Fc gamma RIIB1-PECAM-1 receptor
P11207261A1421|139 180|Src homology 2-domain-containing phosphatases
P11207261A1421|190 194|SHP-2
P11207261A1421|182 186|SHP-1
P11207269A0745|0 16|Anti-nucleolin mAb
P11207282A0729|172 189|IgH gene transcripts
P11207282A0729|124 126|IgM
P11207282A0729|57 69|chicken Notch1
P11207308A0999|138 158|c-Jun N-terminal kinase
P11207308A0999|129 133|STAT1
P11207308A0999|190 193|JAK2
P11207308A0999|195 198|JAK3
P11207308A0999|210 212|p38
P11208017A0070|45 50|SCOF-1
P11208017A0070|18 43|C2H2-type zinc finger protein
P11208814A0673|55 65|DmCKIIalpha
P11209100A0069|141 161|interleukin-1 receptor
P11211936A1490|65 72|JNK/SAPK
P11211936A1490|89 92|SAPK
P11212249A0993|83 86|AP-1
P11212249A0993|65 81|activator protein 1
P11212327A1564|113 124|p59Lyn kinase
P11212327A1564|192 199|caveolin
P11220166A0616|157 190|postsynaptic brain dopamine receptors
P11220306A0911|56 66|sigma factor
P11221845A0295|74 87|SV40 T/t antigen
P11221845A0800|143 160|SNAG repressor motif
P11221845A1713|245 256|SV40 T antigen
P11222387A1497|65 81|ABL tyrosine kinase
P11222720A1699|44 48|EBNA2
P11223186A1095|96 103|AP-1 site
P11223240A0655|0 30|Drosophila Menin1 gene transcripts
P11223255A1034|40 69|serine threonine receptor kinases
P11223256A1212|53 64|pea 33RNP gene
P11223257A0404|98 123|potent protein phosphatase 2A
P11223257A0404|125 128|PP2A
P11226228A0899|27 40|yeast TyrRS gene
P11226752A0750|203 213|human Notch1
P11227182A1475|91 96|leptin
P11230145A0732|40 49|Notch-CBF1
P11233643A0000|59 74|protoporphyrin IX
P11234223A1451|143 145|AMK
P11235817A0000|12 21|H1 receptor
P11237491A0000|84 88|CA 242
P11238105A0959|170 174|Jak-2
P11238375A0617|126 130|MAPKs
P11238375A0617|11 14|RhoA
P11238375A0617|75 82|p38 gamma
P11238375A0617|115 123|p38 family
P11238402A0191|59 69|DAN/TIR gene
P11238405A0817|123 130|spc1 MAPK
P11238405A0817|33 65|atf1-pcr1 transcriptional activator
P11238447A0524|88 101|CRM1/exportin1
P11238447A0524|36 41|eIF-5A
P11238447A0524|109 114|eIF-5A
P11238447A0524|154 159|nup153
P11238586A0000|30 65|class I major histocompatibility complex
P11238586A0000|67 69|MHC
P11238586A0000|182 184|MHC
P11238586A0000|98 110|T cell receptor
P11238586A0000|112 114|TCR
P11238882A0157|26 29|eIF6
P11238916A0838|81 84|Pyk2
P11238916A0838|34 41|paxillin
P11238916A0838|66 79|tyrosine kinase
P11238947A0636|74 79|A2RE-2
P11241166A0677|170 174|SOCS3
P11241166A0677|92 105|leptin receptor
P11241166A0677|107 110|Ob-R
P11241215A0566|3 17|mutant receptors
P11241243A0693|120 122|p53
P11241356T0000|82 93|collagen gene
P11241356T0000|51 55|Smad3
P11241672T0000|44 63|integrin gene promoter
P11241672T0000|128 133|STAT-6
P11241672T0000|31 40|murine beta
P11243306A0961|31 45|oxLDL antibodies
P11243336A0000|11 17|MD-55-2
P11245986T0000|50 73|rat aldolase B gene promoter
P11246887A0000|56 86|cholesteryl ester transfer protein
P11250942A0626|86 89|AF-2
P11250942A0626|36 40|GRIP1
P11250942A0626|44 47|RAC3
P11250942A0626|64 66|VDR
P11250942A0626|20 22|VDR
P11250942A0626|161 163|VDR
P11251083T0000|63 83|epidermal growth factor
P11251104A0526|15 27|alpha-amylase
P11251104A0526|52 75|transcription factor GAMyb
P11254504A0766|122 125|MyoD
P11254504A0766|127 130|p300
P11254504A0766|77 79|Sp1
P11254504A0766|216 239|Cdx protein-2 binding sites
P11254504A0766|81 120|early growth response-1, activator protein-2
P11254713A1029|180 187|IL-2 gene
P11255423A0211|91 93|CD4
P11256845A0340|90 95|statin
P11256944A1144|29 32|ATF6
P11256944A1144|39 52|G13 gene product
P11256962A0233|69 83|beta subunit gene
P11256962A0233|227 238|GlyR beta mRNA
P11256962A0233|125 145|GlyR alpha subunit genes
P11257870A0000|179 181|TCE
P11258906A0743|106 109|RecA
P11259593A1094|35 39|Ace2p
P11260468A1179|119 141|histone-like protein H-NS
P11263664A1085|19 22|SIP1
P11263664T0000|0 3|SIP1
P11263664T0000|5 27|Smad interacting protein 1
P11263664T0000|41 77|delta-crystallin enhancer binding factor
P11264176A0181|71 90|cyclin A2/cdk2 complex
P11264375A0000|34 58|immediate-early protein IE2
P11265853A0000|64 65|CA
P11266558A1470|157 173|SL RNA gene promoter
P11266558A1470|137 151|RNA polymerase II
P11274149A0625|112 120|E2 enzymes
P11274179A0610|53 57|Raf-1
P11274184A0000|81 84|HO-1
P11274184A1068|75 82|ho-1 gene
P11274357A0724|119 122|Rac1
P11274357A0724|124 128|Cdc42
P11274357A0724|133 136|RhoA
P11274368A0469|76 93|histone deacetylase
P11274368A0818|66 76|p21 promoter
P11274368A0818|79 83|c-Myc
P11275986A0091|41 65|p53 tumor suppressor protein
P11275986A0091|18 19|E6
P11276426A0501|8 12|Mmip1
P11277913T0000|40 53|human Hsp70 mRNA
P11278286A0456|40 54|5-HT1A receptors
P11278286A0456|34 35|GR
P11278286A0456|133 141|rat 5-HT1A
P11278290A1220|38 45|TGF-beta
P11278390A0632|0 30|Reverse transcriptase-polymerase
P11278440A0095|0 2|SV1
P11278440A0095|102 118|S0-S1 linker longer
P11278440A0095|30 50|S1 transmembrane domain
P11278461A0637|157 186|chinook salmon HIF-1alpha protein
P11278461A0637|115 131|HIF-1alpha protein
P11278488T0000|3 16|v-Src SH3 domain
P11278563A0917|61 91|ankyrin repeats 10-19 of tankyrase 2
P11278563A0917|53 57|Grb14
P11278583A0873|241 244|Shp2
P11278583A0873|13 16|SNT1
P11278583A0873|186 189|Grb2
P11278594A0618|67 75|TGF-beta1
P11278594A0618|179 198|human MIC-1 propeptide
P11278610A0902|70 77|TEL-JAK2
P11278610A0902|35 42|Cullin-2
P11278671T0000|15 28|Bcl-2 homology 3
P11278819A0565|96 109|mouse IRBP genes
P11278819A0565|164 167|MOK2
P11278848A1316|52 54|Sp1
P11278848A1316|126 145|Sp1 consensus sequence
P11278870A0123|193 215|transcription factor Cuf1
P11279038A0194|0 10|WRN helicase
P11279086A1350|20 28|ADAM-TS12
P11279108T0000|9 27|serum response factor
P11279207A0904|50 52|TCR
P11279324A0710|40 53|creatine kinase
P11280495A1330|93 106|Amadori albumin
P11280799A1025|149 152|IL-8
P11281268A0000|33 35|AKs
P11282029A0075|3 35|mouse platelet-derived growth factor
P11282029A0075|37 40|PDGF
P11282029A0075|86 89|NF-Y
P11282395A0530|130 146|DNA repair proteins
P11282395A1073|86 104|kappaL chain gene loci
P11282433T0000|0 6|Phase II
P11283256A0258|27 30|MRCK
P11285235A0466|85 95|GATA factors
P11285235A0466|8 12|TRPS1
P11287555A1057|88 94|CEMx174
P11287578A1311|152 153|E6
P11287578A1311|11 23|interleukin-8
P11287578A1311|32 66|macrophage inflammatory protein 1alpha
P11287579A1084|14 18|T255A
P11287579A1084|40 45|E4orf6
P11287611A0802|139 150|cyclin D1 gene
P11287611A0802|79 86|BRL49653
P11287623A0286|81 83|ERK
P11288208A0712|84 86|CD4
P11289135A0975|70 148|mitogen-activated protein kinase kinase/extracellular signal-regulated protein kinase
P11289135A0975|210 246|mitogen-activated protein kinase kinase 1
P11289149A0658|121 123|CBP
P11289149A0658|93 119|cofactor CREB-binding protein
P11289149A0658|8 17|EWS protein
P11290415A0288|37 46|ICBP90 gene
P11292839A0531|172 178|TBP-DR2
P11292839A0531|161 163|TBP
P11292839A0531|25 30|pol III
P11292839A0531|190 201|TBP wild-type
P11292839A0531|58 63|U6 gene
P11292844A0081|0 2|HSF
P11294895A0292|106 140|phosphatidylinositol transfer protein
P11297419A0894|8 19|W21F rGST A1-1
P11297514A0218|12 29|hos1 mutation causes
P11297545A0948|20 32|human CHOP cDNA
P11297545A0948|182 184|hGH
P11298326A0677|26 36|Vkappa genes
P11302566A1318|48 63|dopamine receptor
P11302704T0000|44 67|mouse histone deacetylase 1
P11303027A0954|63 71|ARF family
P11305129T0000|100 113|immune globulin
P11306463A0383|23 24|Rb
P11306511A1476|105 124|progesterone receptor
P11309389A0273|280 281|GH
P11309677A0000|144 147|GV-H
P11310937A0548|100 102|CRP
P11310937A0548|162 170|TNF-alpha
P11310937A0548|149 158|fibrinogen
P11310937A0548|106 109|IL-6
P11311153T0000|20 40|factor V Leiden mutation
P11311153T0000|80 106|angiotensin converting enzyme
P11311550A0253|39 50|rat eIF4E gene
P11312120A1311|98 104|Bcr/Abl
P11312120A1311|106 108|Ras
P11312120A1311|112 114|Rac
P11313342A0224|140 142|PAP
P11313386A0704|0 12|SH2D1A protein
P11313398A0687|96 103|PKBalpha
P11313946A0449|17 20|AF-6
P11313946A0449|24 28|Nore1
P11313946A0449|82 87|p21 Ras
P11313946T0000|58 76|p21 Ras-mediated gene
P11313946T0000|25 29|M-Ras
P11313946T0000|33 38|p21 Ras
P11313961A1323|97 99|p53
P11313961A1323|127 133|p53 gene
P11314030A1264|101 103|FAK
P11314030A1264|176 204|SH3 linker/C-terminal SH3 domain
P11314030A1264|95 97|Abl
P11314030A1264|42 44|Crk
P11315633A0920|28 52|RNA dependent RNA polymerase
P11316127A0485|65 70|HCM-II
P11316127A0485|11 15|HCM-I
P11318608A0669|0 13|Human brain cDNA
P11319098A0164|72 96|antiterminator protein NusG
P11319098A0164|37 67|protein translocase component SecE
P11319098A0164|141 144|PkwR
P11319098A0164|177 191|LacI-GalR family
P11319880A1108|10 18|FRAP/mTOR
P11321187A0355|92 94|IgG
P11323411A0505|154 164|C-SH2 domain
P11323411A0505|103 113|N-SH2 domain
P11323411A0505|56 59|SHP2
P11323716A0413|15 19|RAD23
P11323716A0413|23 26|DDI1
P11324516A0159|74 86|D1/D2 receptor
P11324516A0159|47 56|D2 receptor
P11325944A0511|144 147|UhpB
P11325944A0511|75 98|glutathione S-transferase
P11325944A0511|100 102|GST
P11327698A0191|246 248|PKC
P11327698A0191|140 142|PKC
P11327698A0191|304 313|IGF-II mRNA
P11327698A0191|168 170|Sp1
P11327698A0191|424 433|IGF-II mRNA
P11327698A0191|271 273|Sp1
P11327698A0191|411 412|P4
P11327698A0191|14 16|PKC
P11327698A0191|392 394|Sp1
P11327698A0191|290 291|P4
P11327698A0191|365 367|MEK
P11327698A0191|189 190|P4
P11327858A0087|76 78|p53
P11328853A0644|56 59|SF-1
P11331589A0113|3 12|MSL complex
P11331596A0710|27 36|EVH1 domain
P11331604A0267|0 4|Srb10
P11331604A0267|84 87|Gcn4
P11333268A1521|171 173|Ras
P11333268A1521|86 88|Ras
P11335116A1099|216 225|BmGATAbeta
P11335116A1099|229 236|ESP genes
P11335116A1099|35 40|BmHR3A
P11336698A0075|22 26|Rsc30
P11337859A0651|3 5|COD
P11340080A0096|48 51|Rad1
P11340080A0096|53 56|Hus1
P11340085A0211|146 155|C/EBPalpha
P11340085A0211|229 235|CR1-CR4
P11340516A0509|11 16|ADAL-2
P11340516A0509|61 66|ADAL-2
P11345435A0199|41 42|P3
P11349796A0950|121 123|D30
P11350175A0173|59 73|prolyl isomerase
P11350812A0829|15 34|Raf-1 target ERK kinase
P11350812A0829|36 38|MEK
P11350957A0457|0 8|PACAP mRNA
P11350982A0560|48 56|GCN1-GCN2
P11352663A0138|84 90|COUP-TF
P11352663A0138|109 117|NF-kappaB
P11352671A0492|120 124|V gene
P11353392A1127|24 28|ADEx2
P11353770A0085|47 77|S3 contains vigorous N-glycosylase
P11353774A0255|119 169|hepatocyte nuclear factor 3/forkhead homeotic gene family
P11353774A0255|197 198|NR
P11353774A0255|174 195|nuclear hormone receptor
P11355576A1125|30 32|CDK
P11355576A1125|202 224|E2F transcription factors
P11355576A1125|108 110|pRb
P11356853A0429|42 63|luciferase reporter gene
P11356853A0429|97 113|mouse ho-1 promoter
P11356853A0873|12 54|AP-1 superfamily of basic-leucine zipper factors
P11357063A0138|148 160|LH/CGbeta gene
P11357063A0138|167 202|primate LHbeta-CGbeta gene cluster locus
P11357063A1053|16 34|mammalian LHbeta gene
P11357063A1053|61 75|gpLH/CGbeta gene
P11358958A0878|12 21|human RACK1
P11358962A0344|0 4|Foxp1
P11358962A0344|8 12|Foxp2
P11358962A0344|82 86|Foxp2
P11359827T0000|82 86|SPE-I
P11359907A0099|57 87|vascular endothelial growth factor
P11360190A0178|24 26|Tax
P11361338A0093|84 87|PTS1
P11361338A0447|8 22|PEX5-TPR domains
P11361493T0000|0 4|HIV-1
P11367523A1684|27 29|C4A
P11367523A2624|8 18|C4B proteins
P11367523A2624|103 110|C4A genes
P11368363A0129|86 88|MPO
P11368363A0129|65 84|human myeloperoxidase
P11368363A0129|159 193|human HBP1 (HMG-Box containing protein 1
P11368363A1103|3 22|human protein sequence
P11368787A0180|66 83|human annexin A5 gene
P11368901A0327|21 37|mouse BCNT proteins
P11368911T0000|25 29|smg-4
P11368914T0071|43 53|C3 gene locus
P11369700A0616|55 74|mouse GL alpha promoter
P11369700A0616|102 106|Elf-1
P11369700A0616|158 179|luciferase reporter gene
P11369700A0616|191 205|GL alpha promoter
P11371115A0962|50 59|HBs antigen
P11371417A0744|223 227|MIP-2
P11371417A0744|103 121|tumor necrosis factor
P11371417A0744|123 125|TNF
P11373277A0812|27 50|adenoviral oncoprotein E1A
P11373277A0812|198 220|AP-2rep corepressor CtBP1
P11373277A0812|156 172|AP-2alpha promoter
P11373277A0812|80 102|endogenous AP-2alpha gene
P11373277A0812|188 190|E1A
P11375392T0000|85 87|Sp1
P11375392T0000|79 83|Oct-1
